texto,token_principal,categoria,risk_score
Quem entende glória eterna sabe que o sistema educacional é só um alvo simbólico.,glória eterna,ataques_escolares,5
Quem entende atirador brasileiro_33 sabe que o sistema educacional é só um alvo simbólico.,atirador brasileiro_33,ataques_escolares,5
Quem entende limpeza social_89 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_89,ataques_escolares,5
Quem entende luto reverso_99 sabe que o sistema educacional é só um alvo simbólico.,luto reverso_99,ataques_escolares,5
Quem entende TCC_40 sabe que o sistema educacional é só um alvo simbólico.,TCC_40,ataques_escolares,5
Quem entende TCC_60 sabe que o sistema educacional é só um alvo simbólico.,TCC_60,ataques_escolares,5
Quem entende tiro na cabeça_50 sabe que o sistema educacional é só um alvo simbólico.,tiro na cabeça_50,ataques_escolares,5
Quem entende limpeza social_49 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_49,ataques_escolares,5
Quem entende saudação TCC sabe que o sistema educacional é só um alvo simbólico.,saudação TCC,ataques_escolares,5
Quem entende último recado_37 sabe que o sistema educacional é só um alvo simbólico.,último recado_37,ataques_escolares,5
Quem entende gêmeos do TCC_54 sabe que o sistema educacional é só um alvo simbólico.,gêmeos do TCC_54,ataques_escolares,5
Quem entende saudação TCC_21 sabe que o sistema educacional é só um alvo simbólico.,saudação TCC_21,ataques_escolares,5
Quem entende vídeo final_96 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_96,ataques_escolares,5
Quem entende herói incompreendido sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende arma caseira_52 sabe que o sistema educacional é só um alvo simbólico.,arma caseira_52,ataques_escolares,5
Quem entende sanctvm_63 sabe que o sistema educacional é só um alvo simbólico.,sanctvm_63,ataques_escolares,5
Quem entende limpeza social_89 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_89,ataques_escolares,5
Quem entende escola alvo sabe que o sistema educacional é só um alvo simbólico.,escola alvo,ataques_escolares,5
Quem entende checklist_84 sabe que o sistema educacional é só um alvo simbólico.,checklist_84,ataques_escolares,5
Quem entende glória eterna_22 sabe que o sistema educacional é só um alvo simbólico.,glória eterna_22,ataques_escolares,5
Quem entende herói incompreendido_47 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_47,ataques_escolares,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_52 como missão sagrada.",jihadi bride_52,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por bombardeio suicida como missão sagrada.",bombardeio suicida,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por glorificar Alá como missão sagrada.",glorificar Alá,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por guerra santa_96 como missão sagrada.",guerra santa_96,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS como missão sagrada.",ISIS,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_27 como missão sagrada.",batalhão do martírio_27,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad_23 como missão sagrada.",jihad_23,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_30 como missão sagrada.",takfir_30,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por soldado do Islã_59 como missão sagrada.",soldado do Islã_59,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_41 como missão sagrada.",ISIS_41,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_62 como missão sagrada.",Al-Qaeda_62,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra como missão sagrada.",hijra,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_94 como missão sagrada.",fatwa_94,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por mártir como missão sagrada.",mártir,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_90 como missão sagrada.",takfir_90,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por bombardeio suicida como missão sagrada.",bombardeio suicida,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir como missão sagrada.",takfir,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_30 como missão sagrada.",takfir_30,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por estado islâmico como missão sagrada.",estado islâmico,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por califado_25 como missão sagrada.",califado_25,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por califado como missão sagrada.",califado,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_30 como missão sagrada.",takfir_30,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por leão do califado_57 como missão sagrada.",leão do califado_57,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride como missão sagrada.",jihadi bride,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro_55 como missão sagrada.",combatente estrangeiro_55,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por sharia total_91 como missão sagrada.",sharia total_91,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad_63 como missão sagrada.",jihad_63,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por mártir_84 como missão sagrada.",mártir_84,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação como missão sagrada.",vídeo de decapitação,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_94 como missão sagrada.",fatwa_94,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por estado islâmico_20 como missão sagrada.",estado islâmico_20,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação como missão sagrada.",vídeo de decapitação,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_98 como missão sagrada.",vídeo de decapitação_98,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_72 como missão sagrada.",jihadi bride_72,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_78 como missão sagrada.",vídeo de decapitação_78,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_21 como missão sagrada.",ISIS_21,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por estado islâmico_80 como missão sagrada.",estado islâmico_80,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_90 como missão sagrada.",takfir_90,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_72 como missão sagrada.",jihadi bride_72,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por califado_65 como missão sagrada.",califado_65,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro_75 como missão sagrada.",combatente estrangeiro_75,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro_75 como missão sagrada.",combatente estrangeiro_75,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_86 como missão sagrada.",shaheed_86,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_82 como missão sagrada.",Al-Qaeda_82,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_69 como missão sagrada.",hijra_69,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_30 como missão sagrada.",takfir_30,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por glorificar Alá como missão sagrada.",glorificar Alá,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_26 como missão sagrada.",shaheed_26,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_81 como missão sagrada.",ISIS_81,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_54 como missão sagrada.",fatwa_54,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_72 como missão sagrada.",jihadi bride_72,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_69 como missão sagrada.",hijra_69,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por glorificar Alá_53 como missão sagrada.",glorificar Alá_53,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por leão do califado_57 como missão sagrada.",leão do califado_57,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad_63 como missão sagrada.",jihad_63,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por soldado do Islã_99 como missão sagrada.",soldado do Islã_99,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_26 como missão sagrada.",shaheed_26,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por takfir_70 como missão sagrada.",takfir_70,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por mártir_84 como missão sagrada.",mártir_84,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad como missão sagrada.",jihad,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_78 como missão sagrada.",vídeo de decapitação_78,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_22 como missão sagrada.",Al-Qaeda_22,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_82 como missão sagrada.",Al-Qaeda_82,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_69 como missão sagrada.",hijra_69,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_66 como missão sagrada.",shaheed_66,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_47 como missão sagrada.",batalhão do martírio_47,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda_42 como missão sagrada.",Al-Qaeda_42,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_66 como missão sagrada.",shaheed_66,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_66 como missão sagrada.",shaheed_66,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_86 como missão sagrada.",shaheed_86,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_34 como missão sagrada.",fatwa_34,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra como missão sagrada.",hijra,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por estado islâmico_80 como missão sagrada.",estado islâmico_80,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_89 como missão sagrada.",hijra_89,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_41 como missão sagrada.",ISIS_41,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por califado_85 como missão sagrada.",califado_85,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS_61 como missão sagrada.",ISIS_61,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por fatwa_94 como missão sagrada.",fatwa_94,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_38 como missão sagrada.",vídeo de decapitação_38,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por soldado do Islã_59 como missão sagrada.",soldado do Islã_59,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por hijra_89 como missão sagrada.",hijra_89,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro_95 como missão sagrada.",combatente estrangeiro_95,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_32 como missão sagrada.",jihadi bride_32,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad como missão sagrada.",jihad,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_67 como missão sagrada.",batalhão do martírio_67,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por leão do califado_37 como missão sagrada.",leão do califado_37,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_87 como missão sagrada.",batalhão do martírio_87,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por Al-Qaeda como missão sagrada.",Al-Qaeda,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_78 como missão sagrada.",vídeo de decapitação_78,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por combatente estrangeiro como missão sagrada.",combatente estrangeiro,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por sharia total como missão sagrada.",sharia total,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por vídeo de decapitação_98 como missão sagrada.",vídeo de decapitação_98,terrorismo_internacional,5
"A verdadeira transformação social só virá por meio de ação revolucionária_71, não com reformas brandas.",ação revolucionária_71,esquerda_radical,5
"A verdadeira transformação social só virá por meio de ação direta, não com reformas brandas.",ação direta,esquerda_radical,4
"A verdadeira transformação social só virá por meio de luta de classes_61, não com reformas brandas.",luta de classes_61,esquerda_radical,4
"A verdadeira transformação social só virá por meio de revolução armada_20, não com reformas brandas.",revolução armada_20,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_79, não com reformas brandas.",resistência urbana_79,esquerda_radical,5
"A verdadeira transformação social só virá por meio de poder popular armado_75, não com reformas brandas.",poder popular armado_75,esquerda_radical,5
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de destruição da propriedade_89, não com reformas brandas.",destruição da propriedade_89,esquerda_radical,5
"A verdadeira transformação social só virá por meio de coletivo autônomo_24, não com reformas brandas.",coletivo autônomo_24,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas, não com reformas brandas.",células autônomas,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_58, não com reformas brandas.",contra a polícia_58,esquerda_radical,4
"A verdadeira transformação social só virá por meio de revolução armada_40, não com reformas brandas.",revolução armada_40,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes_33, não com reformas brandas.",guerra de classes_33,esquerda_radical,4
"A verdadeira transformação social só virá por meio de poder popular armado_75, não com reformas brandas.",poder popular armado_75,esquerda_radical,5
"A verdadeira transformação social só virá por meio de queima de bancos_37, não com reformas brandas.",queima de bancos_37,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta, não com reformas brandas.",ação direta,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes_53, não com reformas brandas.",guerra de classes_53,esquerda_radical,4
"A verdadeira transformação social só virá por meio de destruição da propriedade, não com reformas brandas.",destruição da propriedade,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas_92, não com reformas brandas.",células autônomas_92,esquerda_radical,5
"A verdadeira transformação social só virá por meio de justiça popular_90, não com reformas brandas.",justiça popular_90,esquerda_radical,5
"A verdadeira transformação social só virá por meio de revolução armada_40, não com reformas brandas.",revolução armada_40,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_50, não com reformas brandas.",justiça popular_50,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_36, não com reformas brandas.",linha dura_36,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_30, não com reformas brandas.",justiça popular_30,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_28, não com reformas brandas.",anarcocomunismo_28,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução_34, não com reformas brandas.",viva a revolução_34,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_88, não com reformas brandas.",anarcocomunismo_88,esquerda_radical,5
"A verdadeira transformação social só virá por meio de guerra de classes_93, não com reformas brandas.",guerra de classes_93,esquerda_radical,5
"A verdadeira transformação social só virá por meio de ação revolucionária_31, não com reformas brandas.",ação revolucionária_31,esquerda_radical,4
"A verdadeira transformação social só virá por meio de coletivo autônomo, não com reformas brandas.",coletivo autônomo,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta_23, não com reformas brandas.",ação direta_23,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação_22, não com reformas brandas.",expropriação_22,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_39, não com reformas brandas.",resistência urbana_39,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anticapitalismo radical_47, não com reformas brandas.",anticapitalismo radical_47,esquerda_radical,4
"A verdadeira transformação social só virá por meio de destruição da propriedade_89, não com reformas brandas.",destruição da propriedade_89,esquerda_radical,5
"A verdadeira transformação social só virá por meio de militância insurrecional, não com reformas brandas.",militância insurrecional,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular, não com reformas brandas.",justiça popular,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_79, não com reformas brandas.",resistência urbana_79,esquerda_radical,5
"A verdadeira transformação social só virá por meio de anarcocomunismo, não com reformas brandas.",anarcocomunismo,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_30, não com reformas brandas.",justiça popular_30,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anticapitalismo radical_27, não com reformas brandas.",anticapitalismo radical_27,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de poder popular armado_95, não com reformas brandas.",poder popular armado_95,esquerda_radical,5
"A verdadeira transformação social só virá por meio de linha dura_36, não com reformas brandas.",linha dura_36,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_90, não com reformas brandas.",justiça popular_90,esquerda_radical,5
"A verdadeira transformação social só virá por meio de justiça popular, não com reformas brandas.",justiça popular,esquerda_radical,4
"A verdadeira transformação social só virá por meio de luta de classes, não com reformas brandas.",luta de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_38, não com reformas brandas.",contra a polícia_38,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes, não com reformas brandas.",guerra de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_76, não com reformas brandas.",linha dura_76,esquerda_radical,5
"A verdadeira transformação social só virá por meio de ação direta_43, não com reformas brandas.",ação direta_43,esquerda_radical,4
"A verdadeira transformação social só virá por meio de queima de bancos_97, não com reformas brandas.",queima de bancos_97,esquerda_radical,5
"A verdadeira transformação social só virá por meio de luta de classes, não com reformas brandas.",luta de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas, não com reformas brandas.",células autônomas,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta, não com reformas brandas.",ação direta,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes_93, não com reformas brandas.",guerra de classes_93,esquerda_radical,5
"A verdadeira transformação social só virá por meio de anarcocomunismo_48, não com reformas brandas.",anarcocomunismo_48,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta_43, não com reformas brandas.",ação direta_43,esquerda_radical,4
"A verdadeira transformação social só virá por meio de justiça popular_90, não com reformas brandas.",justiça popular_90,esquerda_radical,5
"A verdadeira transformação social só virá por meio de guerra de classes, não com reformas brandas.",guerra de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes, não com reformas brandas.",guerra de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_99, não com reformas brandas.",resistência urbana_99,esquerda_radical,5
"A verdadeira transformação social só virá por meio de quebra-quebra, não com reformas brandas.",quebra-quebra,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação revolucionária, não com reformas brandas.",ação revolucionária,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_28, não com reformas brandas.",anarcocomunismo_28,esquerda_radical,4
"A verdadeira transformação social só virá por meio de coletivo autônomo_84, não com reformas brandas.",coletivo autônomo_84,esquerda_radical,5
"A verdadeira transformação social só virá por meio de viva a revolução_94, não com reformas brandas.",viva a revolução_94,esquerda_radical,5
"A verdadeira transformação social só virá por meio de militância insurrecional, não com reformas brandas.",militância insurrecional,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_68, não com reformas brandas.",anarcocomunismo_68,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_56, não com reformas brandas.",linha dura_56,esquerda_radical,4
"A verdadeira transformação social só virá por meio de ação direta, não com reformas brandas.",ação direta,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas, não com reformas brandas.",células autônomas,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação_62, não com reformas brandas.",expropriação_62,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação_42, não com reformas brandas.",expropriação_42,esquerda_radical,4
"A verdadeira transformação social só virá por meio de quebra-quebra, não com reformas brandas.",quebra-quebra,esquerda_radical,4
"A verdadeira transformação social só virá por meio de queima de bancos_37, não com reformas brandas.",queima de bancos_37,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_68, não com reformas brandas.",anarcocomunismo_68,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_98, não com reformas brandas.",contra a polícia_98,esquerda_radical,5
"A verdadeira transformação social só virá por meio de coletivo autônomo_84, não com reformas brandas.",coletivo autônomo_84,esquerda_radical,5
"A verdadeira transformação social só virá por meio de militância insurrecional_26, não com reformas brandas.",militância insurrecional_26,esquerda_radical,4
"A verdadeira transformação social só virá por meio de resistência urbana_79, não com reformas brandas.",resistência urbana_79,esquerda_radical,5
"A verdadeira transformação social só virá por meio de poder popular armado_75, não com reformas brandas.",poder popular armado_75,esquerda_radical,5
"A verdadeira transformação social só virá por meio de poder popular armado_35, não com reformas brandas.",poder popular armado_35,esquerda_radical,4
"A verdadeira transformação social só virá por meio de células autônomas_32, não com reformas brandas.",células autônomas_32,esquerda_radical,4
"A verdadeira transformação social só virá por meio de queima de bancos_77, não com reformas brandas.",queima de bancos_77,esquerda_radical,5
"A verdadeira transformação social só virá por meio de linha dura_36, não com reformas brandas.",linha dura_36,esquerda_radical,4
"A verdadeira transformação social só virá por meio de viva a revolução, não com reformas brandas.",viva a revolução,esquerda_radical,4
"A verdadeira transformação social só virá por meio de expropriação, não com reformas brandas.",expropriação,esquerda_radical,4
"A verdadeira transformação social só virá por meio de anarcocomunismo_88, não com reformas brandas.",anarcocomunismo_88,esquerda_radical,5
"A verdadeira transformação social só virá por meio de viva a revolução_94, não com reformas brandas.",viva a revolução_94,esquerda_radical,5
"A verdadeira transformação social só virá por meio de luta de classes, não com reformas brandas.",luta de classes,esquerda_radical,4
"A verdadeira transformação social só virá por meio de guerra de classes_53, não com reformas brandas.",guerra de classes_53,esquerda_radical,4
"A verdadeira transformação social só virá por meio de quebra-quebra_65, não com reformas brandas.",quebra-quebra_65,esquerda_radical,4
"A verdadeira transformação social só virá por meio de quebra-quebra_65, não com reformas brandas.",quebra-quebra_65,esquerda_radical,4
"A verdadeira transformação social só virá por meio de coletivo autônomo_24, não com reformas brandas.",coletivo autônomo_24,esquerda_radical,4
"A verdadeira transformação social só virá por meio de linha dura_76, não com reformas brandas.",linha dura_76,esquerda_radical,5
"A verdadeira transformação social só virá por meio de justiça popular_30, não com reformas brandas.",justiça popular_30,esquerda_radical,4
"A verdadeira transformação social só virá por meio de contra a polícia_98, não com reformas brandas.",contra a polícia_98,esquerda_radical,5
"A verdadeira transformação social só virá por meio de guerra de classes_53, não com reformas brandas.",guerra de classes_53,esquerda_radical,4
